ID	URL	Title	Author	Year	Language	License
4052	http://ota.ox.ac.uk/text/4052.txt	The funeral of Arabert, monk of La Trappe: a poem: By Mr. Jerningham.	Jerningham, Mr. (Edward), 1737?-1812.	1771.	English	CC BY-SA
4513	http://ota.ox.ac.uk/text/4513.txt	Sketches of the history of man: In four volumes. By Henry Home, Lord Kaims, ... [pt.2]	Kames, Henry Home, Lord, 1696-1782.	1774-75.	English	CC BY-SA
5185	http://ota.ox.ac.uk/text/5185.txt	A sermon: preached February 28, 1794, being the day appointed for a general fast. By J. Brand, ...	Brand, John, d. 1808.	1794.	English	CC BY-SA
4523	http://ota.ox.ac.uk/text/4523.txt	An appeal to honour and justice: tho' it be of his worst enemies. By Daniel De Foe. Being a true account of his conduct in publick affairs.	Defoe, Daniel, 1661?-1731.	1715.	English	CC BY-SA
4748	http://ota.ox.ac.uk/text/4748.txt	Liberty chastised: or patriotism in chains. A tragi, comi, political farce, as it was performed by his M-'s S-ts, in the year 1268; ... Scenes near the P- and in St. Gregoir's Fields. Modernised by Paul Tell-Truth, Esq	Carey, George Saville, 1743-1807.	1768.	English	CC BY-SA
4455	http://ota.ox.ac.uk/text/4455.txt	Principles of equity	Kames, Henry Home, Lord, 1696-1782.	1767.	English	CC BY-SA
3107	http://ota.ox.ac.uk/text/3107.txt	North and south	Gaskell, Elizabeth Cleghorn, 1810-1865	1854	English	CC BY-SA
3563	http://ota.ox.ac.uk/text/3563.txt	The dramatic puffers, a prelude; as performed at the Theatre-Royal in Covent-Garden	Dudley, H. Bate, Sir (Henry Bate), 1745-1824.	1782.	English	CC BY-SA
3044	http://ota.ox.ac.uk/text/3044.txt	Selected Klondike Short Stories	London, Jack, 1876-1916	1899	English	CC BY-SA
5453	http://ota.ox.ac.uk/text/5453.txt	The balnea: or, an impartial description of all the popular watering places in England, ... By George Saville Carey.	Carey, George Saville, 1743-1807.	1799.	English	CC BY-SA
5089	http://ota.ox.ac.uk/text/5089.txt	A collection of the most esteemed pieces of poetry: that have appeared for several years. With variety of originals, by the late Moses Mendez, Esq; and other contributors to Dodsley's collection. To which this is intended as a supplement.	(unknown)	1767.	English	CC BY-SA
4350	http://ota.ox.ac.uk/text/4350.txt	The present state of the war, and the necessity of an augmentation, consider'd	Addison, Joseph, 1672-1719.	1708.	English	CC BY-SA
3737	http://ota.ox.ac.uk/text/3737.txt	Burke's address to the "swinish*" multitude! Tune "Derry down, down," &amp;c	Spence, Thomas, 1750-1814.	1793?]	English	CC BY-SA
4973	http://ota.ox.ac.uk/text/4973.txt	Curiosities of literature: Consisting of anecdotes, characters, sketches, and observations, literary, critical, and historical.	Disraeli, Isaac, 1766-1848.	1791.	English	CC BY-SA
3655	http://ota.ox.ac.uk/text/3655.txt	Letters of Mr. Wycherley &amp; Mr. Pope, from the year 1704 to 1710: [pt.1]	Pope, Alexander, 1688-1744.	1735]	English	CC BY-SA
5284	http://ota.ox.ac.uk/text/5284.txt	A tour in Scotland: MDCCLXIX.	Pennant, Thomas, 1726-1798.	1771.	English	CC BY-SA
5127	http://ota.ox.ac.uk/text/5127.txt	An epistle to Gorges Edmond Howard: Esq. With notes explanatory, critical, and historical, by George Faulkner, ...	Jephson, Robert, 1736-1803.	1771.	English	CC BY-SA
4782	http://ota.ox.ac.uk/text/4782.txt	A letter to a bishop, concerning lectureships. By F.T. assistant curate at - and joint-lecturer of St.-	Francklin, Thomas, 1721-1784.	1768.	English	CC BY-SA
3906	http://ota.ox.ac.uk/text/3906.txt	Dan and Jane: or faith and works. A tale.	More, Hannah, 1745-1833.	[1796]	English	CC BY-SA
3854	http://ota.ox.ac.uk/text/3854.txt	Bishop Bonner's ghost	More, Hannah, 1745-1833.	1789.	English	CC BY-SA
3587	http://ota.ox.ac.uk/text/3587.txt	Gotham. A poem. Book I. By C. Churchill	Churchill, Charles, 1731-1764.	1764.	English	CC BY-SA
4244	http://ota.ox.ac.uk/text/4244.txt	The widow'd wife. A comedy: as it is acted at the Theatre Royal in Drury Lane. By His Majesty's servants. By W. Kenrick.	Kenrick, W. (William), 1725?-1779.	1767.	English	CC BY-SA
4334	http://ota.ox.ac.uk/text/4334.txt	The secret history of the secret history of the White Staff, Purse and Mitre. Written by a person of honour	Person of honour.	1715.	English	CC BY-SA
4170	http://ota.ox.ac.uk/text/4170.txt	A sermon preached at the Assizes at Durham July 29th, 1795; ... By William Paley,	Paley, William, 1743-1805.	1795.	English	CC BY-SA
3085	http://ota.ox.ac.uk/text/3085.txt	The Late Regulations Respecting the British Colonies	Dickinson, John	1765	English	CC BY-SA
4035	http://ota.ox.ac.uk/text/4035.txt	Marcellus: a monody. Humbly inscrib'd to Her Royal Highness the Princess of Wales. By Mr Delap, M.A.	Delap, J. (John), 1725-1812.	1751.	English	CC BY-SA
3082	http://ota.ox.ac.uk/text/3082.txt	Nicholas Nickleby	Dickens, Charles, 1812-1870	1839	English	CC BY-SA
4373	http://ota.ox.ac.uk/text/4373.txt	An account of the state of learning in the empire of Lilliput: Together with the history and character of Bullum the Emperor's Library-Keeper. Faithfully transcribed out of Captain Lemuel Gulliver's General description of the empire of Lilliput, ...	Arbuthnot, John, 1667-1735.	1728.	English	CC BY-SA
5166	http://ota.ox.ac.uk/text/5166.txt	The monk: a romance. In three volumes. ... [pt.1]	Lewis, M. G. (Matthew Gregory), 1775-1818.	1796.	English	CC BY-SA
5276	http://ota.ox.ac.uk/text/5276.txt	The Grecian history: From the end of the Peloponnesian War, to the death of Philip of Macedon. Containing the space of sixty-eight years. By Temple Stanyan, Esq; Volume the second, now originally publish'd.	Stanyan, Temple, 1677?-1752.	1739.	English	CC BY-SA
3345	http://ota.ox.ac.uk/text/3345.txt	Love for love. A comedy: Acted at the Theatre in Little-Lincoln's-Inn-Fields, by His Majesty's servants. Written by Mr. Congreve.	Congreve, William, 1670-1729.	1704.	English	CC BY-SA
3829	http://ota.ox.ac.uk/text/3829.txt	Alfred. A tragedy. As performed at the Theatre-Royal, in Covent-Garden	Home, John, 1722-1808.	1777.	English	CC BY-SA
5006	http://ota.ox.ac.uk/text/5006.txt	Anecdotes of eminent painters in Spain: during the sixteenth and seventeenth centuries; with cursory remarks upon the present state of arts in that kingdom. By Richard Cumberland. In two volumes. ... [pt.2]	Cumberland, Richard, 1732-1811.	1782.	English	CC BY-SA
5269	http://ota.ox.ac.uk/text/5269.txt	Memoirs: of Mrs. Lætitia Pilkington, wife to the Rev. Mr. Matthew Pilkington. Written by herself. Wherein are occasionally interspersed, all her poems; with anecdotes of several eminent persons, living and dead. Among others, Dean Swift, Alexander Pope, ... [pt.1]	Pilkington, Laetitia, 1712-1750.	1748.	English	CC BY-SA
5461	http://ota.ox.ac.uk/text/5461.txt	An answer to a paper concerning Mr. De Foe, against his History of the union	Defoe, Daniel, 1661?-1731.	1708]	English	CC BY-SA
5496	http://ota.ox.ac.uk/text/5496.txt	Appearance is against them: in a series of letters, in three volumes, by the author of Emily Herbert, or perfidy punished. ... [pt.2]	Inchbald, Mrs., 1753-1821.	1786.	English	CC BY-SA
3465	http://ota.ox.ac.uk/text/3465.txt	The long odds: A serenata, in two acts.	Dibdin, Charles, 1745-1814.	1783.	English	CC BY-SA
3993	http://ota.ox.ac.uk/text/3993.txt	An historical tragedy of the civil wars: in the reign of King Henry VI. (Being a sequel to the Tragedy of Humfrey Duke of Gloucester: and a introduction to the Tragical history of King Richard III.) Alter'd from Shakespear, in the year 1720. By Theo. Cibber.	Cibber, Theophilus, 1703-1758.	[1723?]	English	CC BY-SA
5093	http://ota.ox.ac.uk/text/5093.txt	A trip to the moon: Containing an account of the island of Noibla. Its inhabitants, religious and political customs, &amp;c. By Sir Humphrey Lunatic, Bart.	Gentleman, Francis, 1728-1784.	1764.	English	CC BY-SA
4518	http://ota.ox.ac.uk/text/4518.txt	Letters containing a sketch of the politics of France: from the thirty-first of May 1793, till the twenty-eighth of July 1794, and of the scenes which have passed in the prisons of Paris. By Helen Maria Williams. ... [pt.2]	Williams, Helen Maria, 1762-1827.	1795.	English	CC BY-SA
4239	http://ota.ox.ac.uk/text/4239.txt	Two strings to your bow: a farce, in two acts, as now performed at the Theatre-Royal, Covent-Garden, with distinguished applause. By Robert Jephson, Esq.	Jephson, Robert, 1736-1803.	1791.	English	CC BY-SA
5310	http://ota.ox.ac.uk/text/5310.txt	The history of English poetry: from the close of the eleventh to the commencement of the eighteenth century. To which are prefixed, two dissertations. ... By Thomas Warton, ... [pt.3]	Warton, Thomas, 1728-1790.	1774-81.	English	CC BY-SA
3118	http://ota.ox.ac.uk/text/3118.txt	De cive: containing the elements of civill politie in the agreement which it hath both with naturall and divine lawes in which is demonstrated, both what the origine of justice is, and wherein the essence of Christian religion doth consist together with the nature, limits and qualifications both of regiment and subjection	Hobbes, Thomas, 1588-1679	1651	English	CC BY-SA
4414	http://ota.ox.ac.uk/text/4414.txt	A letter to the Right Honourable William Windham, on the intemperance and dangerous tendency of his public conduct. By Thomas Holcroft	Holcroft, Thomas, 1745-1809.	1795.	English	CC BY-SA
5200	http://ota.ox.ac.uk/text/5200.txt	The plain dealer: being select essays on several curious subjects: relating to friendship, ... poetry, and other branches of polite literature. Publish'd originally in the year 1724. And now first collected into two volumes. ... [pt.2]	Hill, Aaron, 1685-1750.	1730.	English	CC BY-SA
4488	http://ota.ox.ac.uk/text/4488.txt	The mercer, or fatal extravagance: being a true narrative of the life of Mr. Wm. Dennis. Mercer, in Cheapside, London. ... Written by Mrs. Charke,	Charke, Charlotte, 1713-1760.	[1755?]	English	CC BY-SA
4230	http://ota.ox.ac.uk/text/4230.txt	The tragedy of the Lady Jane Gray: As it is acted at the Theatre-Royal in Drury-Lane. By N. Rowe Esq;.	Rowe, Nicholas, 1674-1718.	1715.	English	CC BY-SA
3797	http://ota.ox.ac.uk/text/3797.txt	A proposal for the better supplying of churches in our foreign plantations, and for converting the savage Americans to Christianity	Berkeley, George, 1685-1753.	1724.	English	CC BY-SA
4129	http://ota.ox.ac.uk/text/4129.txt	The rights of man: first published in the year 1783.	Spence, Thomas, 1750-1814.	[1793]	English	CC BY-SA
4459	http://ota.ox.ac.uk/text/4459.txt	More ways than one: a comedy, as acted at the Theatre Royal in Covent Garden. By Mrs. Cowley.	Cowley, Mrs. (Hannah), 1743-1809.	1784.	English	CC BY-SA
4025	http://ota.ox.ac.uk/text/4025.txt	Love in the East; or, adventures of twelve hours: a comic opera, in three acts. Written by the author of The strangers at home. As performed at the Theatre-Royal, Drury-Lane.	Cobb, James, 1756-1818.	1788.	English	CC BY-SA
5322	http://ota.ox.ac.uk/text/5322.txt	The citizen of the world: or letters from a Chinese philosopher, residing in London, to his friends in the east. ... [pt.1]	Goldsmith, Oliver, 1730?-1774.	1762.	English	CC BY-SA
3243	http://ota.ox.ac.uk/text/3243.txt	Anne of Green Gables	Montgomery, L. M. (Lucy Maud), 1874-1942	1908	English	CC BY-SA
3234	http://ota.ox.ac.uk/text/3234.txt	The golden age	Grahame, Kenneth, 1859-1932	1898	English	CC BY-SA
4395	http://ota.ox.ac.uk/text/4395.txt	The mysteries of Udolpho: a romance; interspersed with some pieces of poetry. By Ann Radcliffe, ... In four volumes. ... [pt.1]	Radcliffe, Ann Ward, 1764-1823.	1794.	English	CC BY-SA
5531	http://ota.ox.ac.uk/text/5531.txt	An easy way to prolong life: by a little attention to our manner of living. Containing many salutary observations, on exercise, rest, sleep, evacuations, &amp;c. ... And some remarks on drunkenness, smoking, and on the utility of taking physic in the spring. The second part. By a medical gentlemam [sic], author of the first part.	Trusler, John, 1735-1820.	[1780?]	English	CC BY-SA
3595	http://ota.ox.ac.uk/text/3595.txt	The triumphs of temper: a poem. In six cantos. By William Hayley, Esq.	Hayley, William, 1745-1820.	1781.	English	CC BY-SA
3901	http://ota.ox.ac.uk/text/3901.txt	A general plan for laying out towns and townships, on the new-acquired lands in the East Indies, America, or elsewhere; in order to promote cultivation,	Sharp, Granville, 1735-1813.	1794.	English	CC BY-SA
4941	http://ota.ox.ac.uk/text/4941.txt	Journal of a voyage to New South Wales: with sixty-five plates of non descript animals, birds, ... and other natural productions by John White ...	White, John, 1757 or 8-1832.	1790.	English	CC BY-SA
5535	http://ota.ox.ac.uk/text/5535.txt	An essay on the most efficacious means of treating ulcerated legs: In which the topical applications in general use are considered, and some new methods for relief proposed; ...	(unknown)	1783.	English	CC BY-SA
3054	http://ota.ox.ac.uk/text/3054.txt	The invisible man	Wells, H.G. (Herbert George), 1866-1946	1897	English	CC BY-SA
4980	http://ota.ox.ac.uk/text/4980.txt	Justification by Christ alone: (a fountain of life and comfort.) Declaring that the whole work of man's salvation was accomplished by Jesus Christ upon the Cross, ... Written by Samuel Richardson, in the year 1647.	Richardson, Samuel, fl. 1643-1658.	1745.	English	CC BY-SA
3535	http://ota.ox.ac.uk/text/3535.txt	Birch for Peter Pindar, Esq: A burlesque poem. By Pindaromastix.	Pindaromastix.	1788.	English	CC BY-SA
5088	http://ota.ox.ac.uk/text/5088.txt	The essence of the Douglas cause: To which is subjoined, some observations on a pamphlet lately published, intitled, Considerations on the Douglas cause.	Boswell, James, 1740-1795.	1767.	English	CC BY-SA
5149	http://ota.ox.ac.uk/text/5149.txt	Memoirs of his own life: by Tate Wilkinson, ... In four volumes. ... [pt.4]	Wilkinson, Tate, 1739-1803.	1790.	English	CC BY-SA
4930	http://ota.ox.ac.uk/text/4930.txt	Pamela: or, virtue rewarded. In a series of familiar letters from a beautiful young damsel, to her parents. ... In two volumes. The third edition. To which are prefixed, extracts from several curious letters written to the editor on the subject. ... [pt.1]	Richardson, Samuel, 1689-1761.	1741.	English	CC BY-SA
3789	http://ota.ox.ac.uk/text/3789.txt	Letters of the late Rev. Mr. Laurence Sterne, to his most intimate friends. With a fragment in the manner of Rabelais. To which are prefix'd, memoirs of his life and family. Written by himself. And published by his daughter, Mrs. Medalle. In three volumes.: [pt.2]	Sterne, Laurence, 1713-1768.	1775.	English	CC BY-SA
3896	http://ota.ox.ac.uk/text/3896.txt	The choleric fathers: A comic opera. Performed at the Theatre-Royal in Covent-Garden. By Thomas Holcroft.	Holcroft, Thomas, 1745-1809.	1785.	English	CC BY-SA
5719	http://ota.ox.ac.uk/text/5719.txt	The life and death of King Richard the Second.	Shakespeare, William, 1564-1616	1623	English	CC BY-SA
4309	http://ota.ox.ac.uk/text/4309.txt	A letter to R----- B----- Esq; author of the new comedy called The wishes: now in rehearsal at the Theatre Royal in Drury-Lane	Cumberland, Richard, 1732-1811.	1761.	English	CC BY-SA
5430	http://ota.ox.ac.uk/text/5430.txt	The old Whig. Numb. II: With remarks upon The plebeian, No II.	Addison, Joseph, 1672-1719.	1719.	English	CC BY-SA
3201	http://ota.ox.ac.uk/text/3201.txt	Amoretti and Epithalamion	Spenser, Edmund, 1552?-1599	1910	English	CC BY-SA
5727	http://ota.ox.ac.uk/text/5727.txt	The Lamentable Tragedy of Titus Andronicus.	Shakespeare, William, 1564-1616	1623	English	CC BY-SA
4331	http://ota.ox.ac.uk/text/4331.txt	An essay upon loans: or, an argument proving that substantial funds settled by Parliament, ... will bring in loans of money to the Exchequer, in spight of all the conspiracies of parties to the contrary; ... By the author of the Essay upon credit.	Defoe, Daniel, 1661?-1731.	1710.	English	CC BY-SA
4548	http://ota.ox.ac.uk/text/4548.txt	An essay at removing national prejudices against a Union with Scotland. To be continued during the treaty here. Part I	Defoe, Daniel, 1661?-1731.	1706.	English	CC BY-SA
5021	http://ota.ox.ac.uk/text/5021.txt	The history and description of the famous cathedral of St. Paul's, London: [pt.2]	Boreman, Thomas, fl. 1730-1743.	1741.	English	CC BY-SA
4605	http://ota.ox.ac.uk/text/4605.txt	Henry and Emma, a new poetical interlude: altered from Prior's Nut brown maid, with additions and a new air and chorus, (the music by Dr. Arne.) As performed on ... April 13, 1774, at the Theatre-Royal in Covent-Garden ...	Dudley, H. Bate, Sir (Henry Bate), 1745-1824.	1774.	English	CC BY-SA
4008	http://ota.ox.ac.uk/text/4008.txt	The Isle of Wight: a poem, in three cantos.	Jones, Henry, 1721-1770.	1782.	English	CC BY-SA
4425	http://ota.ox.ac.uk/text/4425.txt	A further search into the conduct of the allies: and the late ministry, as to peace and war. Containing also a reply to the several letters and memorials of the States-General. ...	Defoe, Daniel, 1661?-1731.	1712.	English	CC BY-SA
5556	http://ota.ox.ac.uk/text/5556.txt	The power of water-dock against the scurvy: whether in the plain root or essence. With marks to know that disease in all its states; instances of its being mistaken for other disorders; and rules of life for those afflicted with it. By J. Hill, ...	Hill, John, 1714?-1775.	1765.	English	CC BY-SA
4726	http://ota.ox.ac.uk/text/4726.txt	A philosophical, historical, and moral essay on old maids. By a friend to the sisterhood. In three volumes.: [pt.1]	Hayley, William, 1745-1820.	1785.	English	CC BY-SA
4608	http://ota.ox.ac.uk/text/4608.txt	Discourses on scripture mysteries: preached at St. Mary's, Oxford, before the University, in the year 1787; ... By William Hawkins, ...	Hawkins, William, 1722-1801.	1787.	English	CC BY-SA
3756	http://ota.ox.ac.uk/text/3756.txt	Alwyn: or the gentleman comedian. In two volumes. ...: [pt.2]	Holcroft, Thomas, 1745-1809.	1780.	English	CC BY-SA
3137	http://ota.ox.ac.uk/text/3137.txt	The excursion	Wordsworth, William, 1770-1850	1814	English	CC BY-SA
4716	http://ota.ox.ac.uk/text/4716.txt	Letters from Barbary, France, Spain, Portugal, &amp;c: By an English officer. In two volumes. ... [pt.1]	Jardine, Alexander, d. 1799.	1788.	English	CC BY-SA
5118	http://ota.ox.ac.uk/text/5118.txt	Tracts in divinity: By W. Hawkins, ... [pt.2]	Hawkins, William, 1722-1801.	1758.	English	CC BY-SA
5560	http://ota.ox.ac.uk/text/5560.txt	A short essay on the virtues of Dr. Norris's antimonial drops. The second edition. To which is added, a catalogue of cures, incontestibly proving their sovereign efficacy in fevers	Norris, Thomas, fl. 1780.	1775?]	English	CC BY-SA
4718	http://ota.ox.ac.uk/text/4718.txt	The poetical works: of Mark Akenside. In two volumes. With the life of the author. ... [pt.1]	Akenside, Mark, 1721-1770.	1781 [1782]	English	CC BY-SA
5207	http://ota.ox.ac.uk/text/5207.txt	Edwin's pills to purge melancholy: containing all the songs sung by Mr. Edwin, ... since his first appearance in London; ... With a humourous account of Mrs. Siddons's first reception in Dublin; and a portrait of Mr. Edwin ...	O'Keeffe, John, 1747-1833.	1788.	English	CC BY-SA
5151	http://ota.ox.ac.uk/text/5151.txt	The memoirs of the Countess of Berci. Taken from the French by the author of the Female Quixote. In two volumes.: [pt.2]	Lennox, Charlotte, ca. 1729-1804.	1756.	English	CC BY-SA
3313	http://ota.ox.ac.uk/text/3313.txt	Hints to a school-master: Address'd to the Revd. Dr. Turnbull. By Stephen Duck.	Duck, Stephen, 1705-1756.	1741.	English	CC BY-SA
5643	http://ota.ox.ac.uk/text/5643.txt	The great advantage of the use of the bark in mortifications. With several additions. By John Rushworth, surgeon	Rushworth, John, 1669-1736.	1732.	English	CC BY-SA
4727	http://ota.ox.ac.uk/text/4727.txt	A philosophical, historical, and moral essay on old maids. By a friend to the sisterhood. In three volumes.: [pt.2]	Hayley, William, 1745-1820.	1785.	English	CC BY-SA
3400	http://ota.ox.ac.uk/text/3400.txt	Letter of Thomas Paine, to the people of France: Published and distributed gratis by the London Corresponding Society.	Paine, Thomas, 1737-1809.	1792.	English	CC BY-SA
3942	http://ota.ox.ac.uk/text/3942.txt	An essay upon publick spirit; being a satyr in prose upon the manners and luxury of the times, the chief sources of our present parties and divisions. By Mr. Dennis	Dennis, John, 1657-1734.	1711.	English	CC BY-SA
5445	http://ota.ox.ac.uk/text/5445.txt	Zobeide. A tragedy: As it is acted at the Theatre-Royal in Covent-Garden.	Cradock, Joseph, 1742-1826.	1762.	English	CC BY-SA
3453	http://ota.ox.ac.uk/text/3453.txt	The busie body: a comedy. As it is acted at the Theatre-Royal in Drury-Lane, by Her Majesty's servants. Written by Mrs. Susanna Centlivre.	Centlivre, Susanna, 1667?-1723.	[1709]	English	CC BY-SA
5095	http://ota.ox.ac.uk/text/5095.txt	Analects in verse and prose: chiefly dramatical, satirical, and pastoral. ... [pt.1]	Carey, George Saville, 1743-1807.	1770.	English	CC BY-SA
3163	http://ota.ox.ac.uk/text/3163.txt	The Holy War	Bunyan, John	1682	English	CC BY-SA
5398	http://ota.ox.ac.uk/text/5398.txt	The farmer's boy: a rural poem, in four books. By Robert Bloomfield. With ornaments engraved in wood by Anderson.	Bloomfield, Robert, 1766-1823.	1800.	English	CC BY-SA
3603	http://ota.ox.ac.uk/text/3603.txt	The West Indian: a comedy. As it is performed at the Theatre Royal in Drury-Lane. By the author of The brothers.	Cumberland, Richard, 1732-1811.	1771.	English	CC BY-SA
3460	http://ota.ox.ac.uk/text/3460.txt	Heads of the lectures on rhetorick, and belles lettres: in the University of Edinburgh, by Hugh Blair, D.D. 1771.	Blair, Hugh, 1718-1800.	[1771]	English	CC BY-SA
4507	http://ota.ox.ac.uk/text/4507.txt	Augusta triumphans: or, the way to make London the most flourishing city in the universe. First, by establishing an university ... Concluding with an effectual method to prevent street robberies; and a letter to Coll. Robinson, on account of the orphan's tax.	Defoe, Daniel, 1661?-1731.	1728.	English	CC BY-SA
4093	http://ota.ox.ac.uk/text/4093.txt	The plum-cakes; or, the farmer and his three sons	More, Hannah, 1745-1833.	[1796?]	English	CC BY-SA
5608	http://ota.ox.ac.uk/text/5608.txt	A treatise of the plague. Being an instruction how one ought to act, in relation, I. To apparel ... II. To diet. III. To antidotes ... IV. To such medicines, as are necessary ... By Eugenius Philalethes, jun	Samber, Robert.	1721.	English	CC BY-SA
4937	http://ota.ox.ac.uk/text/4937.txt	A short introduction to vocal musick	Sharp, Granville, 1735-1813.	1767.	English	CC BY-SA
3787	http://ota.ox.ac.uk/text/3787.txt	A sentimental journey through France and Italy: By Mr. Yorick. ... [pt.2]	Sterne, Laurence, 1713-1768.	1768.	English	CC BY-SA
4867	http://ota.ox.ac.uk/text/4867.txt	Cecilia: or memoirs of an heiress. By the author of Evelina. In five volumes. ... [pt.2]	Burney, Fanny, 1752-1840.	1782.	English	CC BY-SA
4474	http://ota.ox.ac.uk/text/4474.txt	A narrative of the life of Mrs. Charlotte Charke: (youngest daughter of Colley Cibber, Esq;) ... written by herself.	Charke, Charlotte, 1713-1760.	1755.	English	CC BY-SA
4593	http://ota.ox.ac.uk/text/4593.txt	An heroic postscript to the public: occasioned by their favourable reception of a late heroic epistle to Sir William Chambers, Knt. &amp;c. By the author of that epistle.	Mason, William, 1725-1797.	1774.	English	CC BY-SA
4405	http://ota.ox.ac.uk/text/4405.txt	Anecdotes of painting in England: with some account of the principal artists; and incidental notes on other arts; collected by the late Mr. George Vertue; and now digested and published from his original MSS. by Mr. Horace Walpole. The second edition. ... [pt.3]	Walpole, Horace, 1717-1797.	1765-71 [1765-80]	English	CC BY-SA
5394	http://ota.ox.ac.uk/text/5394.txt	British zoology: ... [pt.4]	Pennant, Thomas, 1726-1798.	1768-70.	English	CC BY-SA
5343	http://ota.ox.ac.uk/text/5343.txt	An history of England, in a series of letters from a nobleman to his son.: [pt.2]	Goldsmith, Oliver, 1730?-1774.	1764.	English	CC BY-SA
4416	http://ota.ox.ac.uk/text/4416.txt	An essay on the justice of God	Hazlitt, William, 1737-1820.	1773.	English	CC BY-SA
4363	http://ota.ox.ac.uk/text/4363.txt	Clarissa: Or, the history of a young lady: comprehending the most important concerns of private life. ... Published by the editor of Pamela. ... [pt.6]	Richardson, Samuel, 1689-1761.	1748.	English	CC BY-SA
4684	http://ota.ox.ac.uk/text/4684.txt	A collection from Dyers letters: concerning the elections of the present Parliament: with an appendix, relating to some other publick matters.	Dyer, John, 1652 or 3-1713.	1706 [1705]	English	CC BY-SA
3924	http://ota.ox.ac.uk/text/3924.txt	An epistle from a lady in England: to a gentleman at Avignon.	Tickell, Mr. (Thomas), 1686-1740.	1717.	English	CC BY-SA
3696	http://ota.ox.ac.uk/text/3696.txt	The second epistle of the second book of Horace: imitated by Mr. Pope.	Pope, Alexander, 1688-1744.	1737.	English	CC BY-SA
3425	http://ota.ox.ac.uk/text/3425.txt	Royal benevolence. A poem. Most humbly address'd to Her Majesty Queen Caroline: As it was presented to the said Queen's Majesty, by the author, on Friday, the 2d of October, 1730. at Windsor-Castle. To which is annexed, a poem on providence. Both written by Stephen Duck ...	Duck, Stephen, 1705-1756.	1730.	English	CC BY-SA
5711	http://ota.ox.ac.uk/text/5711.txt	Loues Labour's lost.	Shakespeare, William, 1564-1616	1623	English	CC BY-SA
4472	http://ota.ox.ac.uk/text/4472.txt	Essays upon several projects: or, effectual ways for advancing the interest of the nation.	Defoe, Daniel, 1661?-1731.	1702.	English	CC BY-SA
5629	http://ota.ox.ac.uk/text/5629.txt	The history of Jack Connor.: [pt.2]	Chaigneau, William, 1709-1781.	1753.	English	CC BY-SA
4377	http://ota.ox.ac.uk/text/4377.txt	The Iliad: of Homer. Translated by Mr. Pope. [pt.4]	Homer.	1715-20.	English	CC BY-SA
4702	http://ota.ox.ac.uk/text/4702.txt	Gleanings through Wales, Holland and Westphalia: with views of peace and war at home and abroad. To which is added Humanity; or the rights of nature. A poem, revised and corrected. By Mr. Pratt. [pt.2]	Pratt, Mr. (Samuel Jackson), 1749-1814.	1795.	English	CC BY-SA
5598	http://ota.ox.ac.uk/text/5598.txt	The drop and pill of Mr. Ward, consider'd: as well in respect to their composition, as their operation and effects. ... In an epistle to Dr. James Jurin, ... from Daniel Turner, ...	Turner, Daniel, 1667-1741.	1735.	English	CC BY-SA
5574	http://ota.ox.ac.uk/text/5574.txt	Reflexions concerning the virtues of tar water: Wherein is proved by experience, that its present preparation is not founded upon philosophical principles; ... By H. Jackson, chemist.	Jackson, Humphrey, ca. 1717-1801.	1744.	English	CC BY-SA
3982	http://ota.ox.ac.uk/text/3982.txt	Florio: a tale: for fine gentlemen and fine ladies: and, the bas bleu; or, conversation: two poems.	More, Hannah, 1745-1833.	1786.	English	CC BY-SA
4560	http://ota.ox.ac.uk/text/4560.txt	The London hermit: or rambles in Dorsetshire, a comedy, in three acts, as performed with universal applause at the Theatre Royal, Haymarket, written by John O'Keeffe, ...	O'Keeffe, John, 1747-1833.	1793.	English	CC BY-SA
3572	http://ota.ox.ac.uk/text/3572.txt	Indian zoology	Pennant, Thomas, 1726-1798.	1790 [1791]	English	CC BY-SA
4659	http://ota.ox.ac.uk/text/4659.txt	Observations on Soame Jenyns's View of the internal evidence of the Christian religion; addressed to its almost-Christian author. By W. Kenrick, LL.D	Kenrick, W. (William), 1725?-1779.	1776.	English	CC BY-SA
4361	http://ota.ox.ac.uk/text/4361.txt	Clarissa: Or, the history of a young lady: comprehending the most important concerns of private life. ... Published by the editor of Pamela. ... [pt.4]	Richardson, Samuel, 1689-1761.	1748.	English	CC BY-SA
5271	http://ota.ox.ac.uk/text/5271.txt	Memoirs: of Mrs. Lætitia Pilkington, wife to the Rev. Mr. Matthew Pilkington. Written by herself. Wherein are occasionally interspersed, all her poems; with anecdotes of several eminent persons, living and dead. Among others, Dean Swift, Alexander Pope, ... [pt.3]	Pilkington, Laetitia, 1712-1750.	1748.	English	CC BY-SA
5451	http://ota.ox.ac.uk/text/5451.txt	The beauties of Hume and Bolingbroke	Hume, David, 1711-1776.	1782.	English	CC BY-SA
4971	http://ota.ox.ac.uk/text/4971.txt	Genuine letters from a gentleman to a young lady his pupil: ... Written some years since. Now first revised and published with notes and illustrations, by Thomas Hull, ... [pt.2]	Hull, Thomas, 1728-1808.	1772.	English	CC BY-SA
5144	http://ota.ox.ac.uk/text/5144.txt	Tracts, mathematical and philosophical: By Charles Hutton, ... Vol.1.	Hutton, Charles, 1737-1823.	1786.	English	CC BY-SA
